target	regulator	var.exp.median
Ssu72	Sox13	0.669615
Gm26593	Barx2	0.677235
Uhrf1	Barx2	0.677235
Trappc3	Hsf1	0.732221
Galnt10	Gata2	0.816918
Neb	Dlx2	0.712662
Tiam2	Dlx2	0.904941
Rpl8	Elk4	0.839598
Ccdc178	Barx2	0.824191
Tuba1a	Arid3b	0.9675370000000001
Reln	Barx2	0.852957
Ccna1	Barx2	0.667209
Eef1b2	Tcf7l1	0.682666
Sh2d7	Meox1	0.690746
G0s2	Pitx2	0.656065
Dpf3	Prdm1	0.666799
Eme1	Hdx	0.754922
Sidt1	Hdx	0.682755
Asf1a	Cebpe	0.8486530000000001
Lpar3	Barx2	0.6355109999999999
4430402I18Rik	Nr2f6	0.663393
Ddx18	Cebpe	0.7121149999999999
Smim3	Lhx5	0.700333
Gm10475	Lhx5	0.8116260000000001
Atp5g1	Foxk1	0.623023
Rab3b	Barx2	0.611931
Klhl1	Esrrg	0.7558600000000001
Tspan3	Pou3f3	0.75561
Opcml	Prdm5	0.6462479999999999
Chd7	Egr3	0.70063
Dhx9	Pitx2	0.675193
Itpkc	Rfx7	0.6558350000000001
Srrm1	Terf2	0.7682329999999999
Top1	Mxi1	0.648979
1700001L19Rik	Barx2	0.729862
Sdc3	Hic1	0.597464
Tmem200a	Lhx5	0.723553
Cdk4	Sox6	0.667272
Pbx1	Gata6	0.761778
Atad5	Cebpd	0.7010149999999999
C230037L18Rik	Lhx5	0.643342
Lhx6	Etv2	0.8106300000000001
Rasgrp2	Barx2	0.580531
Abca6	Vax1	0.586923
Wdr13	Cdx1	0.642003
Polr2g	Elk4	0.641546
Atp5c1	Irf9	0.629528
Rpl27	Elk4	0.659547
Plcd3	Barx2	0.693806
1700001O22Rik	Barx2	0.724631
Tpi1	Etv2	0.633761
2510009E07Rik	Lhx5	0.658127
Ndufa2	Foxk1	0.721554
Rps15	Cic	0.7069340000000001
Tg	Six3	0.590903
Alcam	Tcf21	0.880051
Ccdc158	Barx2	0.666992
Ubb	Sox6	0.610395
Fgf7	Pou3f4	0.604599
Lamb1	Tgif1	0.6468510000000001
Atp5f1	Hinfp	0.621567
Hs3st2	Pitx2	0.722742
Ggta1	Barx2	0.624204
Ddah2	Sohlh2	0.613794
Zbtb20	Etv2	0.640302
Mcph1	Lhx5	0.638256
Celf4	Zfp42	0.6639109999999999
Samd5	Barx2	0.571775
Pcdha11	Sox8	0.955787
Ppt2	Hnf1b	0.607695
Polr2k	Foxk1	0.6490600000000001
Rpl34	Elk4	0.808221
Cyb5d2	Hdx	0.696163
Rpl23	Foxk1	0.628622
Cnih1	Esr2	0.6026189999999999
Plk5	Nfatc3	0.606537
Pdyn	Barx2	0.657223
Fam98b	Cebpe	0.635672
Golph3	Egr3	0.7162069999999999
Dusp4	Dlx2	0.871128
Fsd1	Nfkb2	0.633011
Gdpd5	Rfx4	0.680888
Sez6l2	Eomes	0.6447109999999999
Tmem65	Nfib	0.716735
Sstr1	Barx2	0.560802
Prox1	Prdm1	0.712039
Rpl24	Foxk1	0.598425
Klf6	Gfi1	0.7415
Erc1	Nanog	0.722662
Enpp6	Sox18	0.6849109999999999
Ifitm10	Zbtb14	0.588584
Anapc11	Foxk1	0.594892
Nol9	Nr2f6	0.597125
Eif3f	Tcf7l1	0.667111
L3mbtl3	Nfib	0.5855859999999999
Sycp2	Vax1	0.644708
Slc6a1	Prdm5	0.70824
Dgcr2	Obox1	0.676076
March7	Dlx2	0.560429
Ptprd	Hoxa13	0.578978
Zfp804a	Zbtb14	0.592267
Hnrnpab	Arid5a	0.586756
Tshz3	Nkx3-1	0.615243
Uchl1	Creb3l2	0.630624
Cnih2	Hoxc9	0.752965
Ubb	Sox4	0.664744
Fxyd7	Barx2	0.646541
Rps9	Arntl	0.5511689999999999
Rps21	Cic	0.6298819999999999
Opa3	Sox30	0.755896
Slc33a1	Mafk	0.6502060000000001
Eif4e	Foxo4	0.585613
Grid2	Hoxc11	0.5536220000000001
Rpl6	Evx1	0.539505
Trp53i11	Egr3	0.67047
Ascl2	Barx2	0.601755
Ube2k	Zbtb33	0.677435
Fam222b	Egr3	0.788812
Fndc9	Barx2	0.558055
Lman1	Cdx1	0.556184
Dhx34	Nfatc3	0.577088
Gsk3a	Hnf4a	0.5446449999999999
Gpr83	Pitx2	0.649247
Abcb1b	Vax1	0.620658
C820005J03Rik	Pou3f2	0.585357
Mei4	Barx2	0.5190600000000001
Stc1	Egr3	0.5358189999999999
Tbca	Foxk1	0.665878
Id2	Vax1	0.593866
Man1b1	Lhx5	0.61751
1810010H24Rik	Zscan26	0.576021
Ppt1	Lhx5	0.49913900000000005
Amd2	Lhx5	0.601685
Tmsb10	Hoxc9	0.957731
Crtap	Neurog2	0.7488859999999999
Dydc2	Hdx	0.650409
Acta1	Esrrg	0.678579
Dlx6os1	Sox2	0.598997
Stmn3	Nkx2-1	0.520447
Prr7	Emx2	0.58726
Serping1	Sox18	0.577647
Ddah1	Esr2	0.597643
Dpf1	Hoxb13	0.761043
Crip2	Barx2	0.631869
Grin2a	Vax1	0.5758850000000001
Tpd52l1	Barx2	0.5534100000000001
Tubb5	Elf1	0.711557
Rab13	Hdx	0.608058
Thsd7b	Barhl1	0.5372
2010109A12Rik	Nkx6-3	0.527939
Rogdi	Arnt2	0.6439
Spata7	Hoxd8	0.5872069999999999
C130071C03Rik	Zfp637	0.5010319999999999
Rpl18	Elk4	0.715746
Jade1	Pax7	0.6005010000000001
Depdc5	Zbtb33	0.50805
Acsl3	Zfp57	0.562179
Pdcl3	Snai2	0.5137510000000001
Igfbpl1	Dlx2	0.8727530000000001
Rdh5	Emx2	0.509016
Gm11808	Cic	0.669433
Slc24a5	Tfec	0.604857
Sgce	Zscan26	0.680424
Slc25a13	Barx2	0.530302
Daam1	Lef1	0.602426
Zeb2	Irf3	0.687511
Stmn2	Nfkb2	0.6184
Cbwd1	Foxl1	0.565693
Rpl37a	Foxk1	0.496281
Iqsec1	Tbx3	0.597422
Emc3	Tfap2e	0.601404
Gpc1	Vax1	0.558505
Rragb	Mlxip	0.543806
Snx22	Vax1	0.52718
Crebl2	Lhx5	0.6111
Sipa1l2	Ctcf	0.473463
Gdf9	Lhx5	0.573802
Anks1b	Hic1	0.570628
Cpsf7	Zfp42	0.49272299999999997
Grm4	Barx2	0.636667
Rlbp1	EDL38120.1	0.540259
Hmox1	Mitf	0.600162
Zscan18	Rfx4	0.599444
Ndufa11	Jdp2	0.8045260000000001
Rps3	Elk4	0.7037220000000001
A230083G16Rik	Barx2	0.499942
Pgls	Foxm1	0.614429
Syngr3	Lhx4	0.712832
Hmcn1	Gata4	0.569106
Thrb	Barx2	0.653788
Parm1	Pitx2	0.755414
Klhl5	Lef1	0.8247110000000001
Sgms1	Atf4	0.517841
Naca	Foxk1	0.597901
Fbp2	Sox18	0.521933
H1f0	Egr3	0.559787
Atp1a2	Barx2	0.6083
Ramp3	Barx2	0.6155689999999999
Olfm1	Egr3	0.639126
D930030I03Rik	Mecp2	0.582696
Aplp2	Zfp57	0.546469
Hnrnpa2b1	Arnt	0.522584
Col9a3	Nkx2-3	0.563149
Whrn	Prrx2	0.49365600000000004
Lrrn2	Myrf	0.523686
Akna	Pitx2	0.573295
Rac3	Barx2	0.51472
Oprl1	Rhox11	0.733126
Spty2d1	Zfp300	0.610264
Tmem59l	Stat4	0.537045
Btbd3	Bcl6b	0.522267
Fam19a2	Bcl6b	0.512502
Rgs16	Dlx2	0.8001729999999999
Unc13c	Barx2	0.644228
Nsmce1	Sox6	0.515292
Ndufa2	Yy1	0.48039899999999996
Ldha	Sox13	0.715738
Lamp3	Nfatc3	0.481034
Stab1	Rfx7	0.533856
Elmo1	Dlx2	0.661607
Adamts9	Meox1	0.5121720000000001
Def8	Fli1	0.479778
Gm15632	Vax1	0.5114529999999999
Gm11767	Vax1	0.5114529999999999
Gadd45b	Zbtb14	0.568973
9330104G04Rik	Hdx	0.655662
Tubb3	Irf2	0.59075
Snrnp27	Foxk1	0.514467
A230077H06Rik	Pbx2	0.540308
Smarca2	Barhl1	0.5663729999999999
Gpx4	Mlxip	0.6182340000000001
Wwp1	Vax1	0.554671
Tomm5	Esr2	0.527287
Laptm4b	EDL38120.1	0.505555
Ppfibp1	Zfp691	0.5290819999999999
Eif3a	Klf3	0.524614
Fscn1	Arid5a	0.680407
Sash1	Barx2	0.713616
Celf2	Sox13	0.629835
Rps9	Elk4	0.640234
Srp54b	Stat5a	0.566369
Smg7	Zbtb17	0.566262
Hba-a2	Zic3	0.665565
Snrpd2	Foxk1	0.604299
Dppa5a	Zfp711	0.586542
Nrtn	Pitx2	0.5302
Hbb-bs	Zic3	0.528015
4930452B06Rik	Barx2	0.6073310000000001
Serf1	Foxk1	0.5871930000000001
Alas2	Zic3	0.665636
Ackr3	Fos	0.45348
Rpl36	Elk4	0.502157
Unc80	Hdx	0.507251
Gm15063	Vax1	0.5397270000000001
Gm26847	Lhx5	0.560347
Ubac2	Hdx	0.5107189999999999
Gm14798	Hmga2	0.7659600000000001
Mustn1	Hmga2	0.7659600000000001
Usp22	Prdm5	0.508571
Nkx2-1	Rfx7	0.624989
Mrpl33	Gfi1	0.47016499999999994
Sphkap	Runx3	0.456662
Brca1	Nfatc3	0.5166890000000001
Fam32a	Msgn1	0.523365
Arid3a	Nhlh1	0.567353
Idh3a	Hand1	0.734428
Mtss1	Sox2	0.523423
Sin3b	Sox6	0.496684
Ccdc32	Etv5	0.490202
Insm1	Egr3	0.658813
Cenpi	Barx2	0.506703
Lsm5	Rxra	0.581597
Cntn1	Tead2	0.47295699999999996
Ndrg1	Nkx3-1	0.491658
Ran	Sox6	0.47748199999999996
Tox2	Vax1	0.584495
Lpcat1	Pou3f3	0.45510500000000004
Prdm1	Sox18	0.5177579999999999
Hspe1	Hoxa1	0.48306400000000005
Lats2	Lhx5	0.50937
Pcyox1	Sox2	0.5531520000000001
Tubb2a	Hand1	0.6704399999999999
Gm33533	Meox1	0.465459
Tnik	Hic1	0.49506999999999995
Pcdh10	Hic1	0.506156
Gprin1	Nr2f1	0.48056099999999996
Ahr	Esrrg	0.574972
Gm15138	Nkx2-3	0.48961099999999996
Gm3248	Arid3a	0.505791
Ptbp2	Rora	0.570276
Tada1	Hes2	0.472604
Camk2n1	Zbtb1	0.5553100000000001
Acot9	Barx2	0.524849
Akap13	Twist1	0.43088699999999996
Rbm28	Osr2	0.481259
Nck2	Arid3a	0.510152
Rnft1	Sox12	0.495962
Sowaha	Hoxd8	0.48776099999999994
Serbp1	Pou1f1	0.542651
Smim12	Dbx1	0.47525500000000004
Fdps	Nfkb2	0.464188
Olig1	Klf6	0.490041
Slc10a4	Hoxd8	0.485843
Rpl28	Cic	0.6584840000000001
Sox5	Egr3	0.462286
D830030K20Rik	Barx2	0.501279
Ndrg2	Barx2	0.513363
Ppp1r14c	Hic1	0.490588
Lypd6b	Ovol1	0.48189899999999997
Galnt14	Pitx2	0.5623319999999999
Mthfd2	Hand1	0.664425
Sema5a	Nfib	0.473602
Plxnc1	Ctcf	0.535924
Zranb2	Tfe3	0.488237
Tmc2	Vax1	0.606007
Pfn2	Sp2	0.499933
Ostf1	Mitf	0.512424
Fam69a	Lhx4	0.68994
Tiam2	Sohlh2	0.495209
Zbed3	Erg	0.478494
Trim32	Cux2	0.49589099999999997
Ick	Sox14	0.64012
Odc1	Elk1	0.470788
Ppp1r1a	Hic1	0.514777
Gm8730	Foxk1	0.628897
Klhl5	Zbtb14	0.5213439999999999
Gm8394	Nkx2-3	0.532945
Prkd3	Pitx2	0.5028729999999999
Rpl39	Foxk1	0.570263
Camkk2	Fev	0.438195
Tubb2b	Elf1	0.557948
Zfp963	Six3	0.451564
Rps28	Cic	0.493878
Mpped1	Hoxa2	0.701125
Chchd10	Emx2	0.570695
Adgrl3	Zfp263	0.438396
Rftn2	Nr4a1	0.578773
Mrpl34	Lhx8	0.47603500000000004
Abracl	Prdm5	0.48265699999999995
Dapk1	Etv3	0.486217
Ccdc184	Barx2	0.672484
Cpxm1	Hoxa13	0.468071
Rac3	Hic1	0.513239
Ccbe1	Pitx2	0.520253
Pnpla3	Nkx6-1	0.5035149999999999
Nfia	Rfx7	0.633603
Sema3a	Nkx3-1	0.609937
Dedd2	Zfp711	0.46874
Tmem130	Lhx4	0.46593500000000004
Myl12b	Nfia	0.546181
Ppp2r2b	Zbtb14	0.476376
Psap	Gli3	0.621571
Gabrg3	Dlx5	0.6499520000000001
Galk1	Nfib	0.558454
9430015G10Rik	Dlx2	0.495197
Rps15	Elk4	0.571366
Zfp804a	Gm5294	0.647562
Dmwd	Foxj3	0.553581
Camk1g	Sohlh2	0.475724
Cdh2	Meis3	0.646203
Cox7a2	Foxk1	0.61605
Rpl13	Foxk1	0.60711
Rnd1	Pax7	0.6035659999999999
Mcm9	Lhx5	0.490331
Zdbf2	Egr3	0.61233
Gm6133	Cic	0.548477
Mrpl41	Rfx3	0.46608999999999995
Gm15774	Barx2	0.514588
B3gat1	Hmx2	0.52304
Flywch1	Hmg20b	0.515026
Gtf3c1	Hdx	0.472577
D930030I03Rik	E2f5	0.5618770000000001
Pfn1	Spic	0.6756270000000001
Fam124a	EDL38120.1	0.449875
Adamts20	Sox18	0.431159
Wrap73	Spi1	0.650437
Cntn1	Barx2	0.642229
Cd47	Etv5	0.46390299999999995
Mien1	Foxk1	0.47071599999999997
Rps26-ps1	Fli1	0.681794
Usp16	Nr2f1	0.414524
Ncoa2	Nr2f6	0.560604
Gm13889	Sox6	0.431774
Rps4x	Arntl	0.447162
Glt8d2	Hdx	0.624972
Kcnf1	Duxbl1	0.465958
Olfml2b	Six3	0.5177350000000001
Smarca5	Tfap2b	0.511238
Map6d1	Esrrg	0.400781
Klrg1	Nkx6-3	0.41872600000000004
Gm44421	Nkx2-3	0.44069200000000003
Dusp3	Gfi1	0.458088
Cacybp	Jund	0.49167799999999995
Khdrbs1	Arid5a	0.587325
Ppargc1a	Etv2	0.555502
Ppp3r2	Barx2	0.568632
1110002E22Rik	Barx2	0.696485
Cyth3	Evx2	0.54137
Gstm7	Sox6	0.431911
Btf3	Foxk1	0.455787
Gpr4	Sox18	0.5574399999999999
Klf7	Zkscan5	0.527335
Mib1	Zfp711	0.546883
Rpl11	Elk4	0.6501899999999999
Cbx3	Zbtb17	0.48671099999999995
Rpl18a	Arntl	0.44683199999999995
Ppp1cc	Spic	0.67752
Runx2os1	Sox18	0.414418
Edn1	Sox18	0.482811
Akr1c19	Barx2	0.45475299999999996
Kif2a	Zfp281	0.509895
Pomk	Lhx5	0.539532
Cdk19	Tcfl5	0.646946
Slc6a9	Meox1	0.390252
Ezh2	Dlx2	0.565245
Plcb1	Mafg	0.7190529999999999
Sv2b	Vax1	0.43523599999999996
Dkkl1	Vax1	0.43523599999999996
Mlf1	Barx2	0.478815
Rpl10a	Elk4	0.626918
Vldlr	Hmx2	0.512936
Rpl13a	Elk4	0.49071400000000004
Elavl2	Tgif2	0.588647
Klc1	Creb3l2	0.46996400000000005
Mest	Lhx5	0.43901599999999996
Arl6ip6	Pax6	0.409575
A930024N18Rik	Lhx5	0.684545
Frmd4a	Ebf1	0.4239
Ostc	Hsf1	0.497971
Camk2a	Rfx7	0.473575
Ddx59	Hmg20b	0.465084
Mt3	Hoxd8	0.461474
Ccdc94	Hdx	0.48729799999999995
Gm4876	Pitx2	0.47383100000000006
Mrps33	Hoxa1	0.527701
Tshz1	Dlx2	0.426654
Col19a1	Barx2	0.48139
Arhgap11a	Hoxc6	0.505434
Mrps17	Foxk1	0.530416
Prkab2	Barx2	0.521145
4930524O07Rik	Mxi1	0.5474680000000001
Hbb-bt	Klf3	0.443221
Car8	Barx2	0.576629
Kcnv1	Barx2	0.716121
Hsd17b12	Gli3	0.5999939999999999
Rbm12b1	Sox8	0.69443
Dhfr	Egr3	0.47689899999999996
Rpl35a	Foxk1	0.570852
Tex30	Myog	0.46537399999999995
Gad2	Dlx2	0.711381
Adamts20	Meox1	0.5341640000000001
Gnaq	Maff	0.49555
Pdrg1	Hic1	0.462005
Paox	Obox1	0.435622
Sptb	Zbtb14	0.564915
Dnajc28	Egr3	0.44788500000000003
Mff	Terf2	0.462524
Rps21	Foxk1	0.44911
Fads1	Sox9	0.383537
Ctnnbl1	Vax1	0.557786
Phlda3	Xbp1	0.510935
Nrsn2	Barx2	0.49306400000000006
Crabp1	Rfx7	0.448817
Npdc1	Stat4	0.5001760000000001
Lhx2	Hmga2	0.545712
Chchd3	Jdp2	0.501725
Gm26781	Foxa1	0.401045
Gm28905	Foxa1	0.401045
Rps28	Foxk1	0.722587
Sst	Gcm1	0.44443
Atox1	Foxk1	0.499116
Rdh5	Esrrg	0.44133100000000003
Camk2n2	Emx2	0.6059829999999999
Gm4889	Hmga2	0.400672
Tpt1	Elk4	0.57116
Gtf2h5	Foxk1	0.5965560000000001
Mapk10	Zfp128	0.515659
Gm26994	Vax1	0.44340100000000005
Polr2a	Obox1	0.5225920000000001
Dnajb6	Elf1	0.486001
Cd3eap	Foxd3	0.42090900000000003
Tvp23b	Mtf1	0.44045200000000007
Sdf2l1	Arnt2	0.544379
Pdgfrb	Rfx7	0.44178900000000004
Mcm8	Lhx5	0.5973510000000001
Pnrc2	Foxk1	0.45467299999999994
Ppargc1a	Nfib	0.389874
Pcolce2	Sox8	0.9204709999999999
Cacng5	Barx2	0.431467
Trp53inp2	Pitx2	0.512231
Hbb-bt	Zic3	0.638368
Mboat7	Tead2	0.451128
Agbl4	Barx2	0.41624700000000003
Ndufa3	Mlxip	0.579589
Gm26604	Hoxd8	0.520489
Fam131c	Stat6	0.46813699999999997
Efna3	Hic1	0.527221
Lhx5	Vdr	0.485676
Armcx6	Hdx	0.430904
Hspa1b	Barx2	0.472999
Rsf1	Otx2	0.46040600000000004
Gas7	Evx2	0.446237
Gm4211	Barx2	0.488915
Pcnx	Tead2	0.41993199999999997
Pfkp	Barx2	0.384002
Pax6	Hmga2	0.405498
Ahcyl2	Nr4a1	0.404045
Filip1	Barx2	0.46666599999999997
Cuta	Clock	0.547038
Adam28	Hoxc11	0.43153500000000006
Trpc5	Barx2	0.7836420000000001
6330409D20Rik	Relb	0.559563
9330121J05Rik	Nkx6-3	0.45610100000000003
Slc1a3	Pitx2	0.43091899999999994
AV099323	Vax1	0.525879
March11	Mafg	0.44542200000000004
Bmp1	Msgn1	0.468425
Dhx32	Esrrg	0.5453859999999999
Ascc3	Wt1	0.489192
Dgkh	Nhlh1	0.537003
Cntn4	Barx2	0.553823
Nox4	Lhx5	0.596494
Sox18	Meox1	0.46348999999999996
Syncrip	Mxi1	0.46776599999999996
Ap1ar	Fosb	0.49379399999999996
Lypd6	Barx2	0.400111
Ptma	Ovol2	0.485471
Fzd8	Nkx6-3	0.379218
Hist2h4	Nfib	0.47494899999999995
Eif3k	Elk4	0.464688
Plppr1	Hic1	0.557651
Hspe1	Elk4	0.558029
Gm10638	Sox18	0.40603
Rps19	Foxk1	0.547758
Atp5l	Foxk1	0.433228
Rpl7a	Elk4	0.843399
Arl1	Gli3	0.40721
Rock2	Arid3a	0.420339
Rgs20	Etv5	0.393428
Ndnf	Pitx2	0.42745500000000003
Gpaa1	Zfp322a	0.564397
Arid3a	Nr5a2	0.4169
Anp32b	Cphx1	0.6019369999999999
Tead1	Atf2	0.440352
Rras2	Hic1	0.710008
Ilf2	Zfp42	0.434982
Zhx1	Pax7	0.44817700000000005
Kif3a	Sp4	0.39882399999999996
Sfr1	Hmbox1	0.39803499999999997
Cyth2	Crebzf	0.510157
Acot11	Atf7	0.482533
Nppa	Egr3	0.420325
Zbed3	Cphx1	0.406179
Gm6594	Gbx1	0.40314
Bcl2	Sox12	0.44838
Hba-a1	Zic3	0.544423
Rpp25	Ahr	0.449463
Ndn	Foxj3	0.39918899999999996
Kifc3	Junb	0.391466
Ahr	Hic1	0.604753
Rps27	Elk1	0.43886400000000003
Gprc5c	Rfx7	0.487554
Egr1	Erg	0.475217
Csrnp2	Lhx5	0.409992
Pard6b	Etv5	0.45018400000000003
Il1rapl1	Nfib	0.576282
Tob2	Hes2	0.437212
Ppp1r15a	Phf21a	0.5599310000000001
H1fx	Nfya	0.533333
Lrrtm2	Neurod2	0.390096
Brd3	Egr3	0.57511
Camk2n2	Hoxc9	0.37009699999999995
Mcm6	E2f5	0.518979
Epn1	Uncx	0.41881899999999994
Camk2a	Zfp711	0.39048099999999997
Rpl13	Elk1	0.416279
Tmod4	Nkx2-3	0.467996
Dad1	Esr2	0.506149
Upf2	Hoxb13	0.448851
B230334C09Rik	Pou3f2	0.326276
Gm26870	Nfya	0.403974
Catsperg2	Barx2	0.472616
Nat8l	Zfp281	0.45030600000000004
Lypla2	Crebzf	0.43631099999999995
Amotl1	Sox2	0.499985
Lrpap1	Elk3	0.481522
Adprh	Gfi1b	0.475933
Cxcr4	Dlx2	0.568978
Mob1b	Zfp263	0.401463
St6gal1	Dlx2	0.40128
Entpd2	Etv5	0.479749
Psmd1	Irf2	0.42948100000000006
Dph5	Hoxc8	0.364356
Ddx25	Rela	0.413229
Camk2n1	Nr4a1	0.822385
Nudcd1	Hoxc8	0.49891899999999995
Mtmr11	Hoxa2	0.42741599999999996
Fcho2	Irf4	0.44785699999999995
Ptges2	Etv5	0.540035
2200002D01Rik	Sox18	0.48756499999999997
Gal3st1	Ovol1	0.379608
Ccdc24	Pbx3	0.39353899999999997
Eef1a1	Elk4	0.652479
Nmb	Lhx5	0.48008999999999996
Gm27010	Hmga2	0.49267
Mms19	Pou6f1	0.402478
Ndufb3	Mlxip	0.40926999999999997
Zscan22	Lhx5	0.344043
Osbpl7	Hmx2	0.452362
Mien1	Hoxc9	0.7736430000000001
Kif5b	Barhl1	0.46455799999999997
Nicn1	Esr2	0.44769499999999995
2900055J20Rik	Relb	0.47622600000000004
Gnal	Hic1	0.40062800000000004
Rnd1	Foxc1	0.409572
Cartpt	Esrrg	0.42304899999999995
Wrb	Hic1	0.5699609999999999
Ndn	Thap11	0.351615
Gap43	Atoh1	0.529755
Gm15688	Nkx2-3	0.412732
Tmem151a	Duxbl1	0.46133900000000005
Nfix	Dlx2	0.5299689999999999
Gm10076	Hoxa1	0.44879600000000003
Gm15612	Sox18	0.432213
Nosip	Isl1	0.440956
Hspa12b	Evx1	0.40867600000000004
Emc4	Stat4	0.5104380000000001
Cnbp	Rxrg	0.407264
3110039M20Rik	Sox8	0.8318780000000001
Slain1	Hes2	0.466829
Ephb6	Hic1	0.406341
Sprtn	Six3	0.349601
Rnf138rt1	Rela	0.44123999999999997
Lingo3	Mlxip	0.424464
Calm3	Foxk1	0.46135299999999996
Auts2	E2f5	0.48188400000000003
Prkce	Lhx6	0.479088
Fpgt	Lhx5	0.447054
Ncor1	Zfx	0.41389799999999993
Rps6ka2	Ctcf	0.477649
Urgcp	Zfp105	0.48799
Rps6	Foxk1	0.43897700000000006
Rplp2	Elk4	0.6611630000000001
Rpl15	Elk4	0.766065
Glrx	Barx2	0.480871
Tango2	Trp63	0.43243400000000004
Hmgn5	Hoxc11	0.410066
Tspan3	Zfp3	0.534925
Psmc4	Creb3l2	0.66413
Arrdc3	Mxi1	0.46897700000000003
Zfp473	Hdx	0.5100439999999999
Ep400	Pou5f1	0.4307
Slc38a10	Zfp691	0.513049
Rangap1	Grhl2	0.36448
Nfia	Pitx2	0.47298999999999997
Hspa5	Elk3	0.496697
Efna5	Egr3	0.692344
Map2k2	Cux2	0.46735600000000005
Tas1r3	Sox18	0.353817
S100a3	Sox18	0.353817
Dppa5a	Homez	0.437116
4930500F10Rik	E2f5	0.521768
4921536K21Rik	Nkx2-3	0.585859
Ptcra	Nkx2-3	0.585859
Ptpru	Hoxa2	0.386651
Micu3	Nkx2-2	0.43003199999999997
Rps17	Elk4	0.7065020000000001
Rpl26	Foxk1	0.516003
Sirpa	Zfp932	0.465503
Rpl22l1	Foxk1	0.481761
Dda1	Hsf1	0.47243100000000005
Arsa	Barx2	0.46638199999999996
Taf1c	Pitx2	0.39352
Isyna1	Alx4	0.44055600000000006
Ccdc116	Zfp202	0.43301999999999996
Lonrf2	Zfp637	0.494331
Casc4	Nr2f6	0.41961899999999996
Plch2	Lef1	0.391263
Pole	Nkx2-3	0.367204
Ran	Elk4	0.5362
Nmt2	Ptf1a	0.45411
Thbd	Sox18	0.44145100000000004
Nphs1	Sox8	0.40892
Zdhhc2	Emx2	0.6049939999999999
Arid4a	Duxbl1	0.415023
Il18bp	Six1	0.47809700000000005
Gjc3	Hdx	0.41761800000000004
Plekha4	Zfp637	0.426839
Gstm7	Dlx2	0.379316
Dennd4b	Irf9	0.414488
Rheb	Esr2	0.571343
Gm10306	Nkx2-3	0.46801099999999995
Adamtsl1	Dlx2	0.412312
Gria4	Sox13	0.557251
Zcchc12	Etv5	0.507704
Naa60	Arid3a	0.45439399999999996
Ksr1	Otx2	0.418321
Kcp	E2f5	0.344059
Gpc1	Fos	0.35273899999999997
Yy1	Hoxd11	0.41330200000000006
Hykk	Nfyc	0.318171
Npas3	Zbtb14	0.489712
Cfp	Pou5f1	0.469553
Senp8	Tbx20	0.483597
Stmn3	Foxj3	0.544339
C130026I21Rik	Barx2	0.47972299999999996
Clstn1	Nr1d1	0.378673
Zfp628	Egr3	0.472842
Rps16	Foxk1	0.48019799999999996
Pomp	Hoxa1	0.435987
