target	regulator	var.exp.median
Klhl1	Esrrg	0.7558600000000001
Dhx9	Pitx2	0.675193
Itpkc	Rfx7	0.6558350000000001
Top1	Mxi1	0.648979
1700001L19Rik	Barx2	0.729862
Sdc3	Hic1	0.597464
Tmem200a	Lhx5	0.723553
Cdk4	Sox6	0.667272
C230037L18Rik	Lhx5	0.643342
Lhx6	Etv2	0.8106300000000001
Rasgrp2	Barx2	0.580531
Abca6	Vax1	0.586923
Rpl27	Elk4	0.659547
Plcd3	Barx2	0.693806
Tpi1	Etv2	0.633761
Rps15	Cic	0.7069340000000001
Tg	Six3	0.590903
Alcam	Tcf21	0.880051
Ccdc158	Barx2	0.666992
Ggta1	Barx2	0.624204
Zbtb20	Etv2	0.640302
Samd5	Barx2	0.571775
Pcdha11	Sox8	0.955787
Ppt2	Hnf1b	0.607695
Rpl34	Elk4	0.808221
Rpl23	Foxk1	0.628622
Plk5	Nfatc3	0.606537
Pdyn	Barx2	0.657223
Dusp4	Dlx2	0.871128
Fsd1	Nfkb2	0.633011
Tmem65	Nfib	0.716735
Sstr1	Barx2	0.560802
Enpp6	Sox18	0.6849109999999999
Anapc11	Foxk1	0.594892
Eif3f	Tcf7l1	0.667111
L3mbtl3	Nfib	0.5855859999999999
Sycp2	Vax1	0.644708
Slc6a1	Prdm5	0.70824
Ptprd	Hoxa13	0.578978
Zfp804a	Zbtb14	0.592267
Tshz3	Nkx3-1	0.615243
Ubb	Sox4	0.664744
Fxyd7	Barx2	0.646541
Rps21	Cic	0.6298819999999999
Eif4e	Foxo4	0.585613
Grid2	Hoxc11	0.5536220000000001
Rpl6	Evx1	0.539505
Trp53i11	Egr3	0.67047
Ascl2	Barx2	0.601755
Ube2k	Zbtb33	0.677435
Fndc9	Barx2	0.558055
Dhx34	Nfatc3	0.577088
Gsk3a	Hnf4a	0.5446449999999999
Abcb1b	Vax1	0.620658
Mei4	Barx2	0.5190600000000001
Stc1	Egr3	0.5358189999999999
Tbca	Foxk1	0.665878
Id2	Vax1	0.593866
Ppt1	Lhx5	0.49913900000000005
Amd2	Lhx5	0.601685
Dydc2	Hdx	0.650409
Acta1	Esrrg	0.678579
Stmn3	Nkx2-1	0.520447
Prr7	Emx2	0.58726
Serping1	Sox18	0.577647
Ddah1	Esr2	0.597643
Crip2	Barx2	0.631869
Grin2a	Vax1	0.5758850000000001
Tpd52l1	Barx2	0.5534100000000001
Rab13	Hdx	0.608058
Spata7	Hoxd8	0.5872069999999999
C130071C03Rik	Zfp637	0.5010319999999999
Rpl18	Elk4	0.715746
Depdc5	Zbtb33	0.50805
Acsl3	Zfp57	0.562179
Pdcl3	Snai2	0.5137510000000001
Gm11808	Cic	0.669433
Slc24a5	Tfec	0.604857
Sgce	Zscan26	0.680424
Slc25a13	Barx2	0.530302
Daam1	Lef1	0.602426
Stmn2	Nfkb2	0.6184
Cbwd1	Foxl1	0.565693
Rragb	Mlxip	0.543806
Snx22	Vax1	0.52718
Crebl2	Lhx5	0.6111
Gdf9	Lhx5	0.573802
Anks1b	Hic1	0.570628
Cpsf7	Zfp42	0.49272299999999997
Grm4	Barx2	0.636667
Rps3	Elk4	0.7037220000000001
Syngr3	Lhx4	0.712832
Klhl5	Lef1	0.8247110000000001
Atp1a2	Barx2	0.6083
D930030I03Rik	Mecp2	0.582696
Aplp2	Zfp57	0.546469
Lrrn2	Myrf	0.523686
Rac3	Barx2	0.51472
Oprl1	Rhox11	0.733126
Spty2d1	Zfp300	0.610264
Tmem59l	Stat4	0.537045
Fam19a2	Bcl6b	0.512502
Rgs16	Dlx2	0.8001729999999999
Unc13c	Barx2	0.644228
Nsmce1	Sox6	0.515292
Ldha	Sox13	0.715738
Lamp3	Nfatc3	0.481034
Elmo1	Dlx2	0.661607
Gm15632	Vax1	0.5114529999999999
Gm11767	Vax1	0.5114529999999999
9330104G04Rik	Hdx	0.655662
Tubb3	Irf2	0.59075
A230077H06Rik	Pbx2	0.540308
Smarca2	Barhl1	0.5663729999999999
Gpx4	Mlxip	0.6182340000000001
Ppfibp1	Zfp691	0.5290819999999999
Rps9	Elk4	0.640234
4930452B06Rik	Barx2	0.6073310000000001
Serf1	Foxk1	0.5871930000000001
Gm15063	Vax1	0.5397270000000001
Gm26847	Lhx5	0.560347
Gm14798	Hmga2	0.7659600000000001
Mustn1	Hmga2	0.7659600000000001
Brca1	Nfatc3	0.5166890000000001
Fam32a	Msgn1	0.523365
Idh3a	Hand1	0.734428
Sin3b	Sox6	0.496684
Ccdc32	Etv5	0.490202
Insm1	Egr3	0.658813
Cenpi	Barx2	0.506703
Lsm5	Rxra	0.581597
Cntn1	Tead2	0.47295699999999996
Ran	Sox6	0.47748199999999996
Tox2	Vax1	0.584495
Hspe1	Hoxa1	0.48306400000000005
Lats2	Lhx5	0.50937
Tubb2a	Hand1	0.6704399999999999
Tnik	Hic1	0.49506999999999995
Pcdh10	Hic1	0.506156
Gprin1	Nr2f1	0.48056099999999996
Ahr	Esrrg	0.574972
Gm15138	Nkx2-3	0.48961099999999996
Camk2n1	Zbtb1	0.5553100000000001
Acot9	Barx2	0.524849
Fdps	Nfkb2	0.464188
Slc10a4	Hoxd8	0.485843
Rpl28	Cic	0.6584840000000001
Sox5	Egr3	0.462286
Ndrg2	Barx2	0.513363
Ppp1r14c	Hic1	0.490588
Sema5a	Nfib	0.473602
Zranb2	Tfe3	0.488237
Tmc2	Vax1	0.606007
Pfn2	Sp2	0.499933
Fam69a	Lhx4	0.68994
Tiam2	Sohlh2	0.495209
Trim32	Cux2	0.49589099999999997
Ppp1r1a	Hic1	0.514777
Gm8730	Foxk1	0.628897
Klhl5	Zbtb14	0.5213439999999999
Gm8394	Nkx2-3	0.532945
Tubb2b	Elf1	0.557948
Zfp963	Six3	0.451564
Rps28	Cic	0.493878
Adgrl3	Zfp263	0.438396
Mrpl34	Lhx8	0.47603500000000004
Dapk1	Etv3	0.486217
Ccdc184	Barx2	0.672484
Rac3	Hic1	0.513239
Dedd2	Zfp711	0.46874
Myl12b	Nfia	0.546181
Ppp2r2b	Zbtb14	0.476376
Galk1	Nfib	0.558454
Rps15	Elk4	0.571366
Zfp804a	Gm5294	0.647562
Dmwd	Foxj3	0.553581
Cox7a2	Foxk1	0.61605
Rnd1	Pax7	0.6035659999999999
Gm6133	Cic	0.548477
D930030I03Rik	E2f5	0.5618770000000001
Pfn1	Spic	0.6756270000000001
Adamts20	Sox18	0.431159
Mien1	Foxk1	0.47071599999999997
Ncoa2	Nr2f6	0.560604
Glt8d2	Hdx	0.624972
Map6d1	Esrrg	0.400781
Klrg1	Nkx6-3	0.41872600000000004
Gm44421	Nkx2-3	0.44069200000000003
Cacybp	Jund	0.49167799999999995
Ppargc1a	Etv2	0.555502
Ppp3r2	Barx2	0.568632
1110002E22Rik	Barx2	0.696485
Gstm7	Sox6	0.431911
Gpr4	Sox18	0.5574399999999999
Rpl11	Elk4	0.6501899999999999
Rpl18a	Arntl	0.44683199999999995
Pomk	Lhx5	0.539532
Cdk19	Tcfl5	0.646946
Slc6a9	Meox1	0.390252
Plcb1	Mafg	0.7190529999999999
Sv2b	Vax1	0.43523599999999996
Dkkl1	Vax1	0.43523599999999996
Mlf1	Barx2	0.478815
Rpl13a	Elk4	0.49071400000000004
Elavl2	Tgif2	0.588647
A930024N18Rik	Lhx5	0.684545
Ostc	Hsf1	0.497971
Ccdc94	Hdx	0.48729799999999995
Mrps33	Hoxa1	0.527701
Col19a1	Barx2	0.48139
Mrps17	Foxk1	0.530416
Prkab2	Barx2	0.521145
4930524O07Rik	Mxi1	0.5474680000000001
Car8	Barx2	0.576629
Kcnv1	Barx2	0.716121
Rbm12b1	Sox8	0.69443
Pdrg1	Hic1	0.462005
Sptb	Zbtb14	0.564915
Mff	Terf2	0.462524
Rps21	Foxk1	0.44911
Ctnnbl1	Vax1	0.557786
Phlda3	Xbp1	0.510935
Chchd3	Jdp2	0.501725
Atox1	Foxk1	0.499116
Rdh5	Esrrg	0.44133100000000003
Camk2n2	Emx2	0.6059829999999999
Gm4889	Hmga2	0.400672
Tpt1	Elk4	0.57116
Polr2a	Obox1	0.5225920000000001
Dnajb6	Elf1	0.486001
Cd3eap	Foxd3	0.42090900000000003
Tvp23b	Mtf1	0.44045200000000007
Sdf2l1	Arnt2	0.544379
Mcm8	Lhx5	0.5973510000000001
Ppargc1a	Nfib	0.389874
Pcolce2	Sox8	0.9204709999999999
Cacng5	Barx2	0.431467
Ndufa3	Mlxip	0.579589
Fam131c	Stat6	0.46813699999999997
Efna3	Hic1	0.527221
Pfkp	Barx2	0.384002
Pax6	Hmga2	0.405498
Ahcyl2	Nr4a1	0.404045
Cuta	Clock	0.547038
Trpc5	Barx2	0.7836420000000001
9330121J05Rik	Nkx6-3	0.45610100000000003
AV099323	Vax1	0.525879
Dhx32	Esrrg	0.5453859999999999
Dgkh	Nhlh1	0.537003
Nox4	Lhx5	0.596494
Syncrip	Mxi1	0.46776599999999996
Lypd6	Barx2	0.400111
Ptma	Ovol2	0.485471
Fzd8	Nkx6-3	0.379218
Hist2h4	Nfib	0.47494899999999995
Eif3k	Elk4	0.464688
Plppr1	Hic1	0.557651
Hspe1	Elk4	0.558029
Rps19	Foxk1	0.547758
Atp5l	Foxk1	0.433228
Rpl7a	Elk4	0.843399
Arl1	Gli3	0.40721
Rras2	Hic1	0.710008
Ilf2	Zfp42	0.434982
Rpp25	Ahr	0.449463
Ndn	Foxj3	0.39918899999999996
Kifc3	Junb	0.391466
Ahr	Hic1	0.604753
Csrnp2	Lhx5	0.409992
H1fx	Nfya	0.533333
Camk2n2	Hoxc9	0.37009699999999995
Mcm6	E2f5	0.518979
Epn1	Uncx	0.41881899999999994
Tmod4	Nkx2-3	0.467996
Dad1	Esr2	0.506149
Adprh	Gfi1b	0.475933
Cxcr4	Dlx2	0.568978
Mob1b	Zfp263	0.401463
St6gal1	Dlx2	0.40128
Psmd1	Irf2	0.42948100000000006
Camk2n1	Nr4a1	0.822385
Nudcd1	Hoxc8	0.49891899999999995
2200002D01Rik	Sox18	0.48756499999999997
Eef1a1	Elk4	0.652479
Nmb	Lhx5	0.48008999999999996
Ndufb3	Mlxip	0.40926999999999997
Zscan22	Lhx5	0.344043
Mien1	Hoxc9	0.7736430000000001
Nicn1	Esr2	0.44769499999999995
2900055J20Rik	Relb	0.47622600000000004
Gnal	Hic1	0.40062800000000004
Wrb	Hic1	0.5699609999999999
Ndn	Thap11	0.351615
Gap43	Atoh1	0.529755
Gm15688	Nkx2-3	0.412732
Nfix	Dlx2	0.5299689999999999
Emc4	Stat4	0.5104380000000001
Cnbp	Rxrg	0.407264
3110039M20Rik	Sox8	0.8318780000000001
Slain1	Hes2	0.466829
Lingo3	Mlxip	0.424464
Calm3	Foxk1	0.46135299999999996
Prkce	Lhx6	0.479088
Rps6	Foxk1	0.43897700000000006
Rplp2	Elk4	0.6611630000000001
Rpl15	Elk4	0.766065
Glrx	Barx2	0.480871
Psmc4	Creb3l2	0.66413
Zfp473	Hdx	0.5100439999999999
4930500F10Rik	E2f5	0.521768
Micu3	Nkx2-2	0.43003199999999997
Rps17	Elk4	0.7065020000000001
Rpl22l1	Foxk1	0.481761
Dda1	Hsf1	0.47243100000000005
Ccdc116	Zfp202	0.43301999999999996
Pole	Nkx2-3	0.367204
Ran	Elk4	0.5362
Thbd	Sox18	0.44145100000000004
Nphs1	Sox8	0.40892
Gjc3	Hdx	0.41761800000000004
Plekha4	Zfp637	0.426839
Gstm7	Dlx2	0.379316
Dennd4b	Irf9	0.414488
Rheb	Esr2	0.571343
Adamtsl1	Dlx2	0.412312
Zcchc12	Etv5	0.507704
Kcp	E2f5	0.344059
Yy1	Hoxd11	0.41330200000000006
Hykk	Nfyc	0.318171
Npas3	Zbtb14	0.489712
Stmn3	Foxj3	0.544339
C130026I21Rik	Barx2	0.47972299999999996
Clstn1	Nr1d1	0.378673
Zfp628	Egr3	0.472842
Rps16	Foxk1	0.48019799999999996
Pomp	Hoxa1	0.435987
Snx21	Rhox11	0.496122
Mrpl28	Foxk1	0.422063
Dgkg	Rfx7	0.5152720000000001
Ube2m	Jdp2	0.359027
Sh3gl2	Atoh1	0.352015
Ddx47	Pax2	0.36036399999999996
Jsrp1	Barx2	0.46906400000000004
Fam122a	Ovol2	0.629678
Lpar3	Meox1	0.360203
Phyhipl	Homez	0.342072
Prkcq	Sox12	0.44175699999999996
Gm16033	E2f5	0.38758400000000004
Trim16	E2f5	0.38758400000000004
Zfp532	Pou3f1	0.402026
Tecpr1	Stat6	0.462787
Bnip3	Zfp637	0.45611599999999997
Snrpn	Hoxc9	0.41613599999999995
H3f3a	Ovol2	0.48726400000000003
Rab28	Irf3	0.338032
Stk38	Zfp711	0.355116
Ndrg3	Sox4	0.341145
Rps15a	Elk4	0.557455
Fkbp1a	Hoxc9	0.590951
Akt1s1	Rfx3	0.46139399999999997
Tm4sf5	Nr2c1	0.345047
Sfrp1	Etv2	0.404769
Uqcrh	Elk4	0.427442
Znhit3	Esr2	0.399296
Rpl9	Elk4	0.330955
Sfxn3	Pax2	0.493605
Actg1	Creb3l2	0.390454
2010015M23Rik	Lhx5	0.381571
Synm	Sox18	0.386608
B4gat1	Stat4	0.475346
2610002M06Rik	Zbtb14	0.366508
Ndufaf4	Hic1	0.40170900000000004
Mybpc1	Nkx2-3	0.385048
Trpm3	Barx2	0.36501500000000003
Tspan12	Etv5	0.45015
Kctd12	Pou3f2	0.453371
Ikzf4	Rfx7	0.369135
Ung	E2f5	0.38868
Dlgap5	Nkx2-3	0.38302600000000003
Ptpre	Ebf1	0.512202
Tmem178	Nfib	0.324403
Denr	Elf1	0.33302800000000005
Eno1	Esrrg	0.45447299999999996
Glo1	Foxk1	0.39908299999999997
Srp19	Etv5	0.38352800000000004
Ext1	Foxl1	0.41459799999999997
Zbtb20	Xbp1	0.379523
Coro2a	Barx2	0.425649
Tepp	Barx2	0.383821
Naa38	Foxk1	0.460775
Jun	Hoxd8	0.394083
Tmem200c	Nkx6-3	0.35502
Fhdc1	Barx2	0.381605
Ywhah	Barx2	0.40275
Cacna2d2	Zbtb14	0.394332
Cct7	Sox6	0.433388
Polq	Nfatc3	0.383482
Anapc15	Pbx2	0.331905
Hist1h2ak	Dlx2	0.432936
Man2a1	Vdr	0.325313
Car2	Vax1	0.321859
Rps7	Foxk1	0.367489
Dpp10	Trp53	0.392604
Mthfd2	Nfkb2	0.396545
Entpd6	Nr2e3	0.345869
Fank1	Nfib	0.46962200000000004
Gm26596	Barx2	0.344785
Gm30340	Barx2	0.344785
Bcar3	Barx2	0.377551
1700023F02Rik	Barx2	0.377551
Gm26756	Barx2	0.405051
Ptpn5	Sox18	0.390673
Gm9844	Trp73	0.462924
Lrp11	Homez	0.360247
Foxp2	Nkx6-3	0.38917199999999996
Cgref1	Barx2	0.453888
Sept3	Tcfcp2l1	0.331478
Pnoc	Hoxc9	0.34526
Ap3m2	Atf7	0.303886
Sptssa	Spic	0.355078
Cttn	Sox4	0.391546
Zfp647	Homez	0.46292799999999995
Dlgap2	Tgif1	0.472625
Mustn1	Vax1	0.33568400000000004
Gm14798	Vax1	0.33568400000000004
Chchd3	Bhlha15	0.34124099999999996
Taf8	Homez	0.36699699999999996
March4	Hic1	0.45379200000000003
1700113A16Rik	Bhlhe40	0.3943
Egr2	Pax7	0.387606
Gnb2	Arnt	0.391604
Tmem132c	Nfib	0.369015
Prr13	Vax1	0.536493
Ccdc157	Rxrg	0.560791
H2afy	Sox6	0.37401100000000004
Ftl1	Clock	0.35089000000000004
Foxg1	Stat2	0.42442299999999994
Gm826	Hoxd8	0.397097
Gm28523	Vax1	0.407901
Commd8	Sox3	0.309272
Gm4889	Sox6	0.3576
Dzip1l	Zbtb1	0.275029
Scn9a	Barx2	0.45091000000000003
Sncb	Hic1	0.380211
Sdc3	Lhx6	0.342194
Rnf217	Lhx6	0.373425
Gm9008	Sox12	0.320712
3110043O21Rik	Sox8	0.319492
Entpd1	Hmga2	0.366714
Ube4a	Hoxa13	0.311209
Atp1a2	Meox1	0.326571
Syngap1	Nhlh1	0.453651
Sec62	Rfx4	0.398862
Pdp1	Gata2	0.350522
Strn4	Nfya	0.486255
Cttn	Hmbox1	0.33503499999999997
Rem1	Zbtb14	0.403028
Bsg	Thap11	0.365334
Lrrc8a	Nhlh1	0.49848000000000003
Ppfia2	Lhx4	0.336113
Vstm2l	Hic1	0.410154
Atcay	Tcfcp2l1	0.44366700000000003
Pard6g	Duxbl1	0.405465
Gm19705	Barx2	0.344129
Cstb	Nr3c1	0.360592
Mrpl12	Gfi1b	0.354531
Ncapd3	Lhx5	0.36294899999999997
Pycrl	Esrrg	0.43389099999999997
Bdh1	Lhx6	0.414059
Gdf10	Barx2	0.394215
Dgkq	Foxi1	0.308027
Cox8a	Nfib	0.581457
Ntm	Barx2	0.323519
Pfkl	Grhl2	0.327533
Nell1os	Vax1	0.42760600000000004
Rps21	Elk4	0.320865
Otub1	Rxrg	0.277836
Rps4x	Zfp57	0.33045399999999997
Morf4l1	Sox6	0.3412
Ubxn2a	Hic1	0.38440799999999997
Gm4211	Tfap2a	0.29657100000000003
Doc2a	Hic1	0.31721
Lrrc73	Hic1	0.5578770000000001
Sox1	Dlx2	0.5152939999999999
Sorcs3	Esrrg	0.31960900000000003
AI593442	Ebf1	0.416894
Rasgrp1	Jun	0.435025
Tnfsf9	Hbp1	0.363144
Gm30074	Dlx2	0.368096
Mmrn2	Srebf1	0.351327
Bcl7a	Tcfl5	0.32911
Dab1	Vax1	0.437328
Rnft2	Zfp263	0.264216
Snapc4	Mnt	0.35327800000000004
Bicd1	Neurod2	0.409959
Gm30340	Meox1	0.36477600000000004
Gm26596	Meox1	0.36477600000000004
Gspt2	Hoxd8	0.40971
Acsl3	Gm5294	0.285381
Atp2c1	Zfp57	0.440201
Golga7b	Hic1	0.384604
Gm12500	Lhx6	0.31461999999999996
Csrnp3	Obox1	0.352333
2900055J20Rik	Barx2	0.354168
Galnt14	Sohlh2	0.30372
Stard7	Nr2f6	0.332789
Mif	Mlxip	0.566988
Alkbh2	E2f5	0.338844
Ncan	Rxrg	0.34083800000000003
Gm20406	Sox8	0.42031499999999994
Ttc33	Hsf2	0.314864
Mmd	Barx2	0.25366700000000003
Cadm2	Zbtb14	0.45162399999999997
Dync1i2	Cux2	0.409233
Prickle2	Nr2f1	0.322445
Rab1a	Nkx2-1	0.318907
Kcnmb2	Nfib	0.349878
Arpc3	Elk4	0.368512
Ints10	Tfap2e	0.291827
Aimp2	Hand1	0.410108
Lyrm2	Elf1	0.296709
Snx9	Meox1	0.37900900000000004
Ext1	Duxbl1	0.328448
Bfsp1	Barx2	0.252229
Tmem74	Rxrg	0.368649
Nipsnap3b	Nfkb2	0.331287
Stat5a	Dlx2	0.31814000000000003
3110056K07Rik	Duxbl1	0.319281
Lck	Sohlh2	0.299365
Dscam	Barx2	0.50403
Snhg12	Cbfb	0.352146
Nsg1	Nr2f6	0.28068200000000004
Gm28529	Sox8	0.338449
Gtf2e1	Egr1	0.324982
Slc35f3	Gm5294	0.316039
Psmb10	Esrrg	0.369898
Rasgef1c	Fosl1	0.34849600000000003
Cd83	Sry	0.311744
Bcam	Sry	0.311744
Tex10	Zfp637	0.418864
Gm10330	Sox18	0.294557
Rdh13	Hoxd13	0.258484
Kif5a	Sp1	0.329702
Mgea5	Snai2	0.320225
Ubc	Rxrg	0.343736
Gm44210	Nkx2-3	0.315434
Cisd1	Lhx6	0.485548
Ppwd1	Tfap2b	0.31028
Cdkn2aip	Dlx2	0.35338200000000003
Nrcam	Sohlh2	0.32648
Cdh8	Sox2	0.361904
Lck	Srebf1	0.322337
Syn1	Jdp2	0.335542
Gpr26	Barx2	0.266656
Rps4x	Elk4	0.295594
Cox15	Hdx	0.30533499999999997
Rbmx	Zfp42	0.267764
Idh3a	Fev	0.432784
Car11	Hic1	0.414879
Kctd12b	Srebf1	0.324052
Ntm	Hic1	0.298554
Nxt2	Shox2	0.30835
Gm4349	Barx2	0.286481
Yod1	Irf9	0.335223
Slc24a2	Homez	0.236661
Plcl2	Stat6	0.49095
Stk35	Lhx5	0.27223
1600012H06Rik	Spic	0.409912
Id4	Ctcf	0.282901
Steap2	Etv4	0.26299
Bend6	Nfatc1	0.30504000000000003
Ssbp1	Hmbox1	0.337418
H19	Zbtb14	0.260585
Cdnf	Srebf1	0.286433
Bub1b	Hmga2	0.28166199999999997
Cdc42se2	Zfx	0.353068
Cntnap3	Nkx2-3	0.29843600000000003
Acot7	Nfkb2	0.44988900000000004
Cntn4	Nfib	0.290743
Crb3	Zfp57	0.28168899999999997
Ascc3	Tcf7	0.331741
Acta1	Nfib	0.447846
Wnt3	Hbp1	0.259393
Wnt2	Dlx2	0.304347
4933427I22Rik	Dlx2	0.304347
Gm26964	Dlx2	0.304347
Rrbp1	Arnt2	0.424063
Trim44	Zfp57	0.284706
Ift88	Pax7	0.332124
Scg5	Thap11	0.27943
Proser2	Nkx6-3	0.24514
Chmp2a	Jund	0.262207
Syngr3	Homez	0.343829
Rps24	Elk4	0.263415
Prkaca	Nkx2-1	0.240558
Hnrnpdl	Mxi1	0.414498
Agap3	Nr2f2	0.349601
Sltm	A1JVI6_MOUSE	0.307264
Tspan12	Tfap4	0.266984
Adprh	Uncx	0.239635
Car5b	Tcf7	0.27473600000000004
Gm26510	Tcf7	0.27473600000000004
Map2	Sox13	0.48427299999999995
Sybu	Hoxb4	0.307116
Ncmap	Esrrg	0.39969299999999996
Rps7	Elk4	0.299143
Megf6	Sox18	0.299297
Gm9913	Sox18	0.299297
Myo7a	Sox18	0.299297
AC132444.6	Srebf1	0.296238
Mesp1	Srebf1	0.296238
Fam89b	Pou3f3	0.308618
Mybl1	Nkx2-3	0.305857
Rps11	Elk4	0.265206
Cep162	Atf4	0.279025
Prkacb	Nfatc1	0.335063
Prpsap1	Zkscan1	0.325423
Gabrb1	Prdm1	0.269477
Dbndd1	Nkx2-6	0.314525
4921511C10Rik	Tfap2a	0.317271
Greb1l	Uncx	0.281451
A830052D11Rik	Nkx6-3	0.269482
Fzd3	Prdm14	0.268331
Rcn1	Nfib	0.327922
Cacybp	Hsf2	0.302318
Rsph3a	Gcm1	0.26609099999999997
Pstpip2	Zfp637	0.264322
Atp4a	Zfp637	0.264322
Fam221b	Zfp637	0.264322
Cpne6	Nfib	0.384963
Exosc2	Zkscan5	0.27894
Snx25	Nr4a1	0.341579
Nell1	Stat4	0.250504
Fkbp14	Ets1	0.26809299999999997
Cplx2	Tbx3	0.267231
Rap1b	Nr2c1	0.317287
Rnf5	Hnf4a	0.330808
Clcn6	Tfec	0.26861
Ccdc136	Barx2	0.282321
Tmem232	Esrrg	0.278387
Slitrk2	Ebf1	0.292198
Sde2	Vax1	0.282066
Gm26797	Sox12	0.268397
Psmb2	Mycn	0.266797
1700008J07Rik	Rbpjl	0.394231
Rad54b	Irf4	0.254981
Gm37350	Irf4	0.254981
Tmem138	Duxbl1	0.28270300000000004
Fbln5	Meox1	0.272226
Gm29650	Sox1	0.242327
Mast2	Nhlh2	0.326368
Mageb3	Srebf1	0.27432
Mtrf1l	Klf6	0.24435199999999999
Gsto2	Sox30	0.305577
Prkg1	Relb	0.26558899999999996
Jpx	Hsf1	0.40411199999999997
BC024139	Relb	0.302908
Ctu1	Zfp637	0.29391
S100a16	Dlx2	0.251895
Mgat4b	Foxj3	0.300229
Eif1	Rxrg	0.4122
Alox8	Hoxa2	0.268099
Snhg11	Barx2	0.253449
Cers4	Evx1	0.328625
Scd3	Vax1	0.283561
Rfx7	Irf7	0.282279
Gm15688	Evx1	0.284376
Slc25a53	Prdm5	0.26611799999999997
Pramef8	Crx	0.308641
Rpl21	Elk4	0.24980500000000003
Gm20390	Sox6	0.260828
Mtif2	Nr2e3	0.273048
Cpsf1	Pou3f2	0.271409
Mrpl23	Elf1	0.260952
Chst11	Barhl1	0.323857
C1ql3	Nkx2-3	0.24295799999999998
Oraov1	Hbp1	0.287792
Bmp2	Relb	0.24449
Vegfc	Uncx	0.23078200000000001
Uba52	Cic	0.23548400000000003
Nsfl1c	Foxo4	0.23730900000000002
Jam2	Six3	0.23166399999999998
Slc22a23	Hoxb4	0.286463
Hk1	Nfib	0.264355
Kcnip4	Etv5	0.203057
Lpar1	Zbtb14	0.23314899999999997
Zc3h7a	Eomes	0.315052
Nsd1	Tcfl5	0.304778
Gm15138	Zfp57	0.266453
Snhg11	Hic1	0.25593899999999997
Nrg3	Nkx2-2	0.20227
Eif3d	Sox14	0.250322
Mctp1	Zbtb14	0.26816799999999996
Smurf1	Mtf1	0.31379
Htr2a	Cdx2	0.21835
Gm16853	Sox18	0.26629400000000003
2310022B05Rik	Mybl1	0.311974
AA543186	Zbtb14	0.23109200000000002
Esrrg	Zfp637	0.257096
Slc4a4	Gm5294	0.281403
Gm16853	Pou3f2	0.27987399999999996
Bloc1s4	Stat6	0.290172
Pigyl	Mlxip	0.271099
Kif1c	Prdm5	0.22783
Ddah1	Emx2	0.22358699999999998
Tcp1	Sox6	0.216272
Rps5	Cic	0.273785
Cybrd1	Xbp1	0.26203000000000004
Mkrn3	Pax6	0.248944
Gm17455	Pou3f4	0.19885899999999998
Cops5	Foxo4	0.23909
C2	Foxo4	0.297124
Slc35a2	Zfp57	0.23781599999999997
